,CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
5414,H008 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,29687.0,23741.0,1130.0,Informado,0.0,12146.0,0.0,-1147.8,0.0,0.0,10998.2,4,2019-04-20
5415,H009 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,36.0,6.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,4,2019-04-20
5416,H010 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1542.0,1246.0,40.0,Lido,0.0,388.6,0.0,-36.73,0.0,0.0,351.87,4,2019-04-20
5417,H011 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,35520.0,32095.0,800.0,Lido,0.0,8586.42,0.0,-811.41,0.0,0.0,7775.01,4,2019-04-20
5418,H014 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296969.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,619833.0,541250.0,9684.0,0,0.0,103923.97,103923.97,-19805.06,17998.78,0.0,206041.66,4,2019-04-20
5419,H015 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,72.0,2034.0,46.0,Médio,0.0,453.32,453.32,-85.68,0.0,0.0,820.96,4,2019-04-20
5420,H017 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,5516.0,1279.0,807.0,Informado,0.0,8661.92,8661.92,-1637.1,0.0,0.0,15686.74,4,2019-04-20
5421,H018 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,2807.0,2496.0,50.0,Lido,0.0,496.47,496.47,-93.83,0.0,0.0,899.11,4,2019-04-20
5422,H019 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,9097821.0,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,0.0,2.0,5325.0,4663.0,154.0,Lido,0.0,1650.54,1650.54,-311.95,0.0,0.0,2989.13,4,2019-04-20
5423,H020 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296829.0,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1.0,0.0,0.0,0.0,1.0,9212.0,6240.0,878.0,Lido,0.0,9427.77,9427.77,-1781.86,0.0,0.0,17073.68,4,2019-04-20
5424,H021 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296632.0,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2.0,0.0,0.0,0.0,2.0,4436.0,3374.0,119.0,Informado,0.0,1197.88,1197.88,-226.4,0.0,0.0,2169.36,4,2019-04-20
5425,H023 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296934.0,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1.0,0.0,0.0,0.0,1.0,10024.0,8337.0,242.0,Lido,0.0,2567.5,2567.5,-485.26,0.0,0.0,4649.74,4,2019-04-20
5426,H024 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296926.0,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1.0,0.0,1.0,0.0,2.0,1.0,298.0,20.0,Médio,0.0,130.0,130.0,-24.57,0.0,0.0,235.43,4,2019-04-20
5427,H025 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296900.0,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1.0,0.0,0.0,0.0,1.0,26455.0,22554.0,591.0,Lido,0.0,6332.02,6332.02,-1196.75,0.0,0.0,11467.29,4,2019-04-20
5428,H026 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,9912770.0,Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1.0,0.0,0.0,0.0,1.0,405.0,85.0,69.0,Informado,0.0,701.41,701.41,-132.57,0.0,0.0,1270.25,4,2019-04-20
5429,H027 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,16701186.0,Trindade,C11C009484,H027,CASAN,Florianópolis - Trindade,Colégio de Aplicação,1.0,0.0,0.0,0.0,1.0,49371.0,43401.0,1145.0,Médio,0.0,12307.8,12307.8,-2326.18,0.0,0.0,22289.42,4,2019-04-20
5430,H028 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,6205615.0,Trindade,B10C017964,H028,CASAN,Florianópolis - Trindade,Nativas do Horto Botânico,1.0,0.0,0.0,0.0,1.0,1.0,84.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,4,2019-04-20
5431,H029 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,7297220.0,Trindade,A08X051927,H029,CASAN,Florianópolis - Trindade,Moradia Estudantil - Portaria,1.0,0.0,0.0,0.0,1.0,2053.0,2030.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,4,2019-04-20
5432,H030 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296276.0,Trindade,E11C000101,H030,CASAN,Florianópolis - Trindade,Moradia Estudantil,0.0,30.0,0.0,0.0,30.0,14699.0,7791.0,1104.0,Lido,0.0,8961.47,8961.47,-1693.72,0.0,0.0,16229.22,4,2019-04-20
5433,H032 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296659.0,Trindade,C11C001576,H032,CASAN,Florianópolis - Trindade,Biblioteca Central,1.0,0.0,0.0,0.0,1.0,12630.0,10111.0,402.0,Lido,0.0,4293.35,4293.35,-811.44,0.0,0.0,7775.26,4,2019-04-20
5434,H033 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296667.0,Trindade,B10C014063,H033,CASAN,Florianópolis - Trindade,"CTC - Salas de Aula, Eng. Elétrica, Produção - CTC 1 ao 5, ",1.0,0.0,1.0,0.0,2.0,851.0,7906.0,219.0,Lido,0.0,2442.08,2442.08,-461.55,0.0,0.0,4422.61,4,2019-04-20
5435,H034 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,8416621.0,Trindade,B10C014069,H034,CASAN,Florianópolis - Trindade,CTC - Eng. Sanitária e Amb. - CTC 12 e 37,1.0,0.0,0.0,0.0,1.0,10538.0,8681.0,270.0,Lido,0.0,2869.52,2869.52,-542.33,0.0,0.0,5196.71,4,2019-04-20
5436,H035 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296845.0,Trindade,B10C022164,H035,CASAN,Florianópolis - Trindade,CTC - Eng. Elétrica INEP - CTC 06,1.0,0.0,0.0,0.0,1.0,178.0,31.0,21.0,Lido,0.0,183.66,183.66,-34.71,0.0,0.0,332.61,4,2019-04-20
5437,H037 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,6435548.0,Trindade,Y13F347112,H037,CASAN,Florianópolis - Trindade,"CTC - Eng. Mecânica - CTC 9, 10 e 37",1.0,0.0,0.0,1.0,2.0,8208.0,7319.0,141.0,Lido,0.0,1435.18,1435.18,-271.25,0.0,0.0,2599.11,4,2019-04-20
5438,H038 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296683.0,Trindade,B10C014806,H038,CASAN,Florianópolis - Trindade,CTC - Eng. Mecânica CTC 11 Bloco B (Pavilhão) e CTC 31 INE,1.0,0.0,0.0,0.0,1.0,1056.0,11141.0,254.0,Informado,0.0,2696.93,2696.93,-509.73,0.0,0.0,4884.13,4,2019-04-20
5439,H040 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296691.0,Trindade,C11C000642,H040,CASAN,Florianópolis - Trindade,Reitoria I,1.0,0.0,0.0,0.0,1.0,35846.0,31723.0,412.0,Informado,0.0,4401.22,4401.22,-831.83,0.0,0.0,7970.61,4,2019-04-20
5440,H041 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296810.0,Trindade,C11C010608,H041,CASAN,Florianópolis - Trindade,CCE 1  Básico,1.0,0.0,1.0,0.0,2.0,12968.0,12306.0,106.0,Lido,0.0,1066.0,1066.0,-201.48,0.0,0.0,1930.52,4,2019-04-20
5441,H042 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296802.0,Trindade,C11C001909,H042,CASAN,Florianópolis - Trindade,CCE 2  R. Eng. Andrey C. Ferreira,1.0,0.0,0.0,0.0,1.0,9287.0,9845.0,178.0,Médio,0.0,1877.15,1877.15,-354.78,0.0,0.0,3399.52,4,2019-04-20
5442,H043 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,6816860.0,Trindade,A94S171408,H043,CASAN,Florianópolis - Trindade,Casa de Veg.  Depto. de Microbiologia,1.0,0.0,0.0,0.0,1.0,888.0,864.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,4,2019-04-20
5443,H044 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296896.0,Trindade,C11C001908,H044,CASAN,Florianópolis - Trindade,CFM Oceanografia e entorno,1.0,0.0,0.0,0.0,1.0,3226.0,1533.0,219.0,Lido,0.0,2319.4,2319.4,-438.36,0.0,0.0,4200.44,4,2019-04-20
5444,H045 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296772.0,Trindade,,H045,CASAN,Florianópolis - Trindade,"Museologia e MArquE (MU01, MU10 e CFH09)",1.0,0.0,0.0,0.0,1.0,1206.0,1127.0,13.0,Lido,0.0,97.36,97.36,-18.41,0.0,0.0,176.31,4,2019-04-20
5445,H046 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296780.0,Trindade,B10C017966,H046,CASAN,Florianópolis - Trindade,CCB Botânica,1.0,0.0,0.0,0.0,1.0,5213.0,4330.0,129.0,Lido,0.0,1348.61,1348.61,-254.89,0.0,0.0,2442.33,4,2019-04-20
5446,H047 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296837.0,Trindade,C11C009598,H047,CASAN,Florianópolis - Trindade,NDI e MArquE,1.0,0.0,0.0,0.0,1.0,7853.0,5794.0,272.0,Informado,0.0,2891.09,2891.09,-546.41,0.0,0.0,5235.77,4,2019-04-20
5447,H048 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296764.0,Trindade,C11C001910,H048,CASAN,Florianópolis - Trindade,Centro de Filosofia e Humanas 1,1.0,0.0,0.0,0.0,1.0,26693.0,22171.0,704.0,Lido,0.0,7550.9,7550.9,-1427.12,0.0,0.0,13674.68,4,2019-04-20
5448,H049 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,9197478.0,Trindade,B10C019220,H049,CASAN,Florianópolis - Trindade,Centro de Educação 1,1.0,0.0,0.0,0.0,1.0,1759.0,11708.0,437.0,Lido,0.0,4670.88,4670.88,-882.79,0.0,0.0,8458.97,4,2019-04-20
5449,H050 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296748.0,Trindade,A13C020929,H050,CASAN,Florianópolis - Trindade,Centro de Educação 2,1.0,0.0,0.0,0.0,1.0,495.0,4553.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,4,2019-04-20
5450,H051 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296756.0,Trindade,A13C043944,H051,CASAN,Florianópolis - Trindade,Centro de Convivência,1.0,0.0,5.0,0.0,6.0,1040.0,895.0,60.0,Mínimo,0.0,390.02,390.02,-73.71,0.0,0.0,706.33,4,2019-04-20
5451,H053 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296713.0,Trindade,C11C010440,H053,CASAN,Florianópolis - Trindade,"Centro de Eventos, NUMA, Editora UFSC, EGC",1.0,0.0,0.0,0.0,1.0,10430.0,5465.0,578.0,Lido,0.0,6191.79,6191.79,-1170.25,0.0,0.0,11213.33,4,2019-04-20
5452,H054 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,6923020.0,Trindade,B17C002561,H054,CASAN,Florianópolis - Trindade,Arquitetura e Urbanismo,1.0,0.0,0.0,0.0,1.0,9518.0,6799.0,436.0,Lido,0.0,4660.1,4660.1,-880.76,0.0,0.0,8439.44,4,2019-04-20
5453,H055 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296705.0,Trindade,G15AA00021,H055,CASAN,Florianópolis - Trindade,Centro de Desportos,1.0,0.0,1.0,0.0,2.0,357.0,164939.0,20.0,Mínimo,0.0,130.0,0.0,-12.29,0.0,0.0,117.71,4,2019-04-20
5454,H056 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296721.0,Trindade,E11C000742,H056,CASAN,Florianópolis - Trindade,Restaurante Universitário 2,1.0,0.0,1.0,0.0,2.0,65648.0,55451.0,2841.0,Informado,0.0,34372.01,34372.01,-6496.31,0.0,0.0,62247.71,4,2019-04-20
5455,H057 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297108.0,Trindade,A95L322012,H057,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária - Oficina, Serralheria e Mecânica (PU11)",1.0,0.0,0.0,0.0,1.0,109.0,3899.0,41.0,Lido,0.0,399.39,0.0,-37.74,0.0,0.0,361.65,4,2019-04-20
5456,H058 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,9611070.0,Trindade,C11C005856,H058,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 2 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,931.0,30904.0,165.0,Lido,0.0,1736.93,1736.93,-328.29,0.0,0.0,3145.57,4,2019-04-20
5457,H059 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296675.0,Trindade,A13C020930,H059,CASAN,Florianópolis - Trindade,CTC - Setic e Almoxarifado (CTC 8 e 14),1.0,0.0,0.0,0.0,1.0,1685.0,1538.0,20.0,Lido,0.0,172.87,172.87,-32.68,0.0,0.0,313.06,4,2019-04-20
5458,H060 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,5329663.0,Trindade,A13C021299,H060,CASAN,Florianópolis - Trindade,Reitoria II,1.0,0.0,0.0,0.0,1.0,1809.0,2694.0,10.0,Médio,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,4,2019-04-20
5459,H061 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2296870.0,Trindade,B10C013871,H061,CASAN,Florianópolis - Trindade,CCB Anatômico,1.0,0.0,1.0,0.0,2.0,739.0,10461.0,49.0,Lido,0.0,442.82,442.82,-83.7,0.0,0.0,801.94,4,2019-04-20
5460,H062 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,15023672.0,Trindade,C11C010415,H062,CASAN,Florianópolis - Trindade,CFM  Bloco EFI,1.0,0.0,0.0,0.0,1.0,9110.0,4206.0,807.0,Informado,0.0,8661.92,8661.92,-1637.1,0.0,0.0,15686.74,4,2019-04-20
5461,H072 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297167.0,CCA - Itacorubi,B10C017343,H072,CASAN,Florianópolis - Outros,CCA 1,1.0,0.0,0.0,0.0,1.0,13929.0,12803.0,157.0,Lido,0.0,1650.63,0.0,-155.99,0.0,0.0,1494.64,4,2019-04-20
5462,H073 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297175.0,CCA - Itacorubi,A05S578217,H073,CASAN,Florianópolis - Outros,CCA  Estação Experimental de Aquicultura,1.0,0.0,0.0,0.0,1.0,137.0,9724.0,56.0,Médio,0.0,561.19,0.0,-53.04,0.0,0.0,508.15,4,2019-04-20
5463,H074 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297183.0,CCA - Itacorubi,C11C010252,H074,CASAN,Florianópolis - Outros,CCA 2,1.0,0.0,0.0,0.0,1.0,11065.0,5574.0,935.0,Lido,0.0,10042.61,0.0,-949.04,0.0,0.0,9093.57,4,2019-04-20
5464,H076 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297361.0,CCA - Cidade das Abelhas ,A10C001421,H076,CASAN,Florianópolis - Outros,"Cidade das Abelhas  Rod. Virgílio Várzea, 2600",1.0,0.0,0.0,0.0,1.0,24.0,1526.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,4,2019-04-20
5465,H081 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2295652.0,SEAD - TV UFSC,B17C002628,H081,CASAN,Florianópolis - Outros,Rua Presidente Coutinho,1.0,0.0,0.0,0.0,1.0,3933.0,1479.0,204.0,Informado,0.0,2157.6,2157.6,-407.79,0.0,0.0,3907.41,4,2019-04-20
5466,H082 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,5716594.0,CCA - Tapera,C11C010040,H082,CASAN,Florianópolis - Outros,CCA Tapera - Fazenda Experimental da Ressacada,1.0,0.0,0.0,0.0,1.0,7596.0,4869.0,515.0,Médio,0.0,5512.24,0.0,-520.91,0.0,0.0,4991.33,4,2019-04-20
5467,H083 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,6997937.0,Casa da Arte,A16S368708,H083,CASAN,Florianópolis - Outros,Casa da Arte,1.0,0.0,0.0,0.0,1.0,185.0,135.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,4,2019-04-20
5468,H084 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,9197419.0,CCA - Barra da Lagoa - EMEB-AQI,B11C024230,H084,CASAN,Florianópolis - Outros,LMM Área de produção,1.0,0.0,0.0,0.0,1.0,14786.0,13833.0,407.0,Informado,0.0,4347.28,4347.28,-821.64,0.0,0.0,7872.92,4,2019-04-20
5469,H085 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,12791172.0,SECARTE - Praia do Forte,Y11C048501,H085,CASAN,Florianópolis - Outros,Fortaleza de São José da Ponta Grossa,1.0,0.0,0.0,0.0,1.0,636.0,591.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,4,2019-04-20
5470,H086 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,12799408.0,UFSC  Jurerê,Y11C056745,H086,CASAN,Florianópolis - Outros,UFSC  Jurerê,1.0,0.0,0.0,0.0,1.0,222.0,213.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,4,2019-04-20
5471,H087 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,13018540.0,UFSC  Sambaqui,A06S080329,H087,CASAN,Florianópolis - Outros,UFSC  Sambaqui,1.0,0.0,0.0,0.0,1.0,131.0,6217.0,32.0,Lido,0.0,302.31,0.0,-28.57,0.0,0.0,273.74,4,2019-04-20
5472,H088 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2294605.0,Casa Vida e Saúde,Y11C073654,H088,CASAN,Florianópolis - Outros,Casa Vida e Saúde,1.0,0.0,0.0,0.0,1.0,79.0,71.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,4,2019-04-20
5473,H089 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2347660.0,CCA - Barra da Lagoa - EMEB-AQI,B17C007633,H089,CASAN,Florianópolis - Outros,"LAPOM, LAPMAR, LCM, LCA",1.0,0.0,0.0,0.0,1.0,6922.0,3565.0,271.0,Lido,0.0,2880.31,2880.31,-544.38,0.0,0.0,5216.24,4,2019-04-20
5474,H090 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2347679.0,CCA - Barra da Lagoa - EMEB-AQI,A15C030480,H090,CASAN,Florianópolis - Outros,"LMM - Guarita, convivência, oficina e escritórios",1.0,0.0,0.0,0.0,1.0,52.0,3.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,4,2019-04-20
5475,H106 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,14948508.0,CCA - Araquari - Barra do Sul,B11C061116,H106,CASAN,Araquari,Fazenda UFSC/Yakult - Lab. de Camarões Marinhos,1.0,0.0,0.0,0.0,1.0,2018.0,1599.0,19.0,Lido,0.0,162.08,0.0,-15.31,0.0,0.0,146.77,4,2019-04-20
5476,H108 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,0.0,Joinville - Perini B. P.,A15B040774,H108,Condomínio Perini,Joinville,Bloco U - RU LAV,1.0,0.0,0.0,0.0,1.0,1378.0,899.31,82.69,0,0.0,750.29,600.23,0.0,0.0,0.0,1350.52,4,2019-04-20
5477,H109 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,0.0,Joinville - Perini B. P.,F17B900021,H109,Condomínio Perini,Joinville,Bloco O - O1,1.0,0.0,0.0,0.0,1.0,1172.0,2398.0,0.0,0,0.0,90.74,72.59,0.0,0.0,0.0,163.32999999999998,4,2019-04-20
5478,H110 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,0.0,Joinville - Perini B. P.,F17B900028,H110,Condomínio Perini,Joinville,Bloco U - RU,1.0,0.0,0.0,0.0,1.0,2436.0,1297.14,110.47,0,0.0,1002.35,801.88,0.0,0.0,0.0,1804.23,4,2019-04-20
5479,H111 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,0.0,Joinville - Perini B. P.,C16UB020205,H111,Condomínio Perini,Joinville,Bloco U - U,1.0,0.0,0.0,0.0,1.0,1681.0,4212.46,275.22,0,0.0,2497.21,1997.76,0.0,0.0,0.0,4494.97,4,2019-04-20
5480,H200 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,15431797.0,Centro,B17C003784,H200,CASAN,Curitibanos,Curitibanos CEDUP,1.0,0.0,0.0,0.0,1.0,2783.0,2079.0,136.0,0,0.0,1424.12,0.0,-135.16,0.0,6.06,1295.02,4,2019-04-20
5481,H300 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,196916.0,Araranguá,A15L279126,H300,SAMAE ARARANGUÁ,Araranguá,SAMAE Araranguá  Mato Alto,1.0,0.0,0.0,0.0,1.0,1887.0,1532.0,45.0,0,0.0,380.13,0.0,0.0,0.0,0.0,380.13,4,2019-04-20
5482,H301 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,104043.0,Araranguá,A14S540581,H301,SAMAE ARARANGUÁ,Araranguá,SAMAE Araranguá  Campo de Futebol,1.0,0.0,0.0,0.0,1.0,0.0,648.0,10.0,0,0.0,61.78,0.0,0.0,0.0,0.0,61.78,4,2019-04-20
5483,H401 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,38988.0,Blumenau,A12S141289,H401,SAMAE BLUMENAU,Blumenau,"SAMAE Blumenau  Rua João Pessoa, 2750",1.0,0.0,0.0,0.0,1.0,508.0,4315.0,164.0,0,0.0,961.51,1118.03,-105.65,0.0,0.0,1973.89,4,2019-04-20
5484,H402 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,55308.0,Blumenau,Y17AA00025980,H402,SAMAE BLUMENAU,Blumenau,"SAMAE Blumenau  Rua João Pessoa, 2514",1.0,0.0,0.0,0.0,1.0,903.0,566.0,50.0,0,0.0,272.95,317.18,-29.97,0.0,0.0,560.16,4,2019-04-20
5485,H001 2019 março,Medidor faturado pela UFSC,2019.0,Março,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1265.0,1016.0,29.0,Lido,0.0,269.95,0.0,-25.83,0.0,3.33,247.45,3,2019-03-20
5486,H002 2019 março,Medidor faturado pela UFSC,2019.0,Março,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,5834.0,5484.0,117.0,Lido,0.0,1176.31,0.0,-112.29,0.0,11.93,1075.95,3,2019-03-20
5487,H003 2019 março,Medidor faturado pela UFSC,2019.0,Março,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,17800.0,15294.0,445.0,Lido,0.0,4757.18,0.0,-457.09,0.0,79.71,4379.8,3,2019-03-20
5488,H004 2019 março,Medidor faturado pela UFSC,2019.0,Março,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,2706.0,1552.0,49.0,Informado,0.0,485.68,0.0,-46.78,0.0,9.38,448.28,3,2019-03-20
5489,H005 2019 março,Medidor faturado pela UFSC,2019.0,Março,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,19716.0,18931.0,78.0,Informado,0.0,798.49,0.0,-76.93,0.0,15.63,737.19,3,2019-03-20
5490,H006 2019 março,Medidor faturado pela UFSC,2019.0,Março,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,7.0,0.0,10.0,Mínimo,0.0,65.0,0.0,-6.26,0.0,1.18,59.92,3,2019-03-20
5491,H007 2019 março,Medidor faturado pela UFSC,2019.0,Março,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,953.0,4214.0,10.0,Mínimo,0.0,65.0,0.0,-6.26,0.0,1.18,59.92,3,2019-03-20
5492,H008 2019 março,Medidor faturado pela UFSC,2019.0,Março,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,29687.0,22611.0,907.0,Lido,0.0,9740.58,0.0,-930.13,0.0,101.98,8912.43,3,2019-03-20
5493,H009 2019 março,Medidor faturado pela UFSC,2019.0,Março,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,36.0,2571.0,10.0,Mínimo,0.0,65.0,0.0,-6.26,0.0,1.18,59.92,3,2019-03-20
5494,H010 2019 março,Medidor faturado pela UFSC,2019.0,Março,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1542.0,1206.0,36.0,Lido,0.0,345.46,0.0,-33.39,0.0,7.82,319.89,3,2019-03-20
